seed,shape,token_id,v2_token_id,Q1_pass,Q1_truth,Q1_recovered,Q2_pass,Q2_truth,Q2_recovered,Q3_pass,Q3_truth,Q3_recovered,Q4_pass,Q4_truth,Q4_recovered,Q5_pass,Q5_truth,Q5_recovered,Q6_pass,Q6_truth_validator,Q6_recovered_validator,all_six_pass
20260514,simple,5744,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260515,simple,5745,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260516,simple,5746,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260517,simple,5747,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260518,simple,5748,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260519,simple,5749,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260520,simple,5750,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260521,simple,5751,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260522,simple,5752,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260523,simple,5753,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260524,simple,5754,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260525,simple,5755,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260526,simple,5756,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260527,simple,5757,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260528,simple,5758,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260529,simple,5759,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260530,simple,5760,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260531,simple,5761,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260532,simple,5762,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20260533,simple,5763,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,0,0,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261504,multi_version,5764,5765,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5765,5765,True,0,0,True,5765,5765,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261505,multi_version,5766,5767,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5767,5767,True,0,0,True,5767,5767,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261506,multi_version,5768,5769,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5769,5769,True,0,0,True,5769,5769,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261507,multi_version,5770,5771,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5771,5771,True,0,0,True,5771,5771,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261508,multi_version,5772,5773,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5773,5773,True,0,0,True,5773,5773,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261509,multi_version,5774,5775,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5775,5775,True,0,0,True,5775,5775,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261510,multi_version,5776,5777,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5777,5777,True,0,0,True,5777,5777,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261511,multi_version,5778,5779,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5779,5779,True,0,0,True,5779,5779,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261512,multi_version,5780,5781,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5781,5781,True,0,0,True,5781,5781,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20261513,multi_version,5782,5783,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,5783,5783,True,0,0,True,5783,5783,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262504,challenge,5784,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262505,challenge,5785,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262506,challenge,5786,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262507,challenge,5787,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262508,challenge,5788,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262509,challenge,5789,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262510,challenge,5790,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262511,challenge,5791,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262512,challenge,5792,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
20262513,challenge,5793,,True,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,0x70997970C51812dc3A010C7d01b50e0d17dc79C8,True,Created|InEvaluation|Validated|Published,Created|InEvaluation|Validated|Published,True,,,True,1,1,True,,,True,0x90F79bf6EB2c4f870365E785982E1f101E93b906,0x90F79bf6EB2c4f870365E785982E1f101E93b906,True
